goal,arrays_score,strings_score,graphs_score,dp_score,trees_score,backtracking_score,contest_rating,acceptance_rate,problems_solved
Amazon SDE,4,56,91,25,49,74,1253,47.86112688166431,775
Zoho,7,39,60,42,79,89,1417,38.03242856611942,545
Zoho,42,59,99,57,20,8,1015,54.37383054993731,171
Zoho,63,14,50,8,20,3,1798,73.10677363248001,603
Competitive Programming,71,74,40,20,65,23,1623,70.99203487948279,168
Zoho,94,93,77,64,51,11,1279,65.499321147194,1221
TCS,84,59,16,62,35,40,1944,84.58748195914,69
Google SDE,73,65,38,72,70,95,1510,83.49491238610223,924
Interview Preparation,20,38,19,26,14,6,1811,52.00026809325346,1352
Campus Placement,54,89,38,77,72,47,1155,40.589388846553675,220
Amazon SDE,74,46,69,35,0,22,1543,55.51110484018444,415
Zoho,62,12,69,58,15,79,1802,76.45171352319537,673
Campus Placement,87,95,76,94,86,3,1755,55.2209698235402,1142
Interview Preparation,60,20,34,45,87,59,1702,48.47900807792634,1109
Zoho,91,13,98,98,87,65,1773,70.76773253334986,551
Campus Placement,30,78,26,29,9,96,1858,65.75755764910366,1347
Competitive Programming,75,21,31,81,38,53,707,83.2783718541677,1007
Competitive Programming,44,72,97,16,10,44,1272,60.20929897336805,1150
Microsoft,23,71,2,80,29,55,877,83.21097050866734,936
TCS,62,73,31,51,39,14,881,46.00149712283091,877
Campus Placement,44,15,70,46,32,45,1243,77.56532881799521,28
Infosys,27,72,33,91,6,18,1271,49.30088328065925,441
Competitive Programming,81,93,20,87,5,58,1808,74.53216583154011,749
Google SDE,32,0,28,36,49,91,1042,80.92924014687799,1383
Competitive Programming,14,74,3,98,51,26,1453,64.27550965005044,192
Interview Preparation,27,33,67,91,71,87,1879,70.07019982414124,122
Microsoft,58,71,0,13,79,54,1354,82.72518339901637,1216
TCS,27,5,30,35,48,54,1985,50.63360545004613,490
Competitive Programming,39,32,44,34,20,85,837,58.13710490740786,1179
TCS,75,74,80,57,67,57,1145,79.40605564208519,840
Google SDE,86,9,70,49,90,50,1862,67.00487433549975,1146
Zoho,29,90,51,5,34,28,1196,78.04751075868319,772
Interview Preparation,87,80,43,61,0,55,1328,64.00399782611495,485
Interview Preparation,8,50,49,61,15,94,1901,70.68526452218214,772
Competitive Programming,57,24,35,37,30,37,1599,30.718433820727878,1336
Infosys,12,69,20,84,58,62,906,48.682022139674416,980
TCS,41,81,22,91,17,98,1585,72.37314053655669,1029
TCS,83,42,76,8,36,61,1187,52.22043727024115,1151
Amazon SDE,18,41,33,12,9,60,1252,49.956569960577546,170
Campus Placement,63,2,99,79,48,50,1371,82.33537296808154,410
TCS,3,80,68,22,22,85,1226,60.39016705236341,207
Microsoft,25,63,99,95,18,38,1546,40.58706467700126,1293
TCS,50,41,30,32,41,83,1138,55.97246788788138,669
Amazon SDE,17,53,11,53,6,80,1491,58.52692023802077,1080
Zoho,96,14,27,44,93,86,1627,84.38023987316976,408
Google SDE,83,15,47,47,37,83,1380,69.50207464407667,87
Zoho,42,51,27,84,40,53,1420,58.56711718176959,133
Zoho,62,62,6,67,61,35,1427,53.759491855396824,84
Competitive Programming,84,43,33,60,42,18,1438,80.35222254688694,146
Campus Placement,39,45,85,98,81,67,1369,65.52675919522778,611
Amazon SDE,22,99,50,51,69,22,1354,49.5847733698039,1433
Microsoft,74,19,87,45,75,74,1363,55.55466989966776,846
Competitive Programming,58,58,77,43,10,60,1455,45.29686308486088,509
Microsoft,5,65,79,74,47,0,1270,82.82357748045413,147
Infosys,69,2,10,48,1,2,1356,68.60697967602891,59
Google SDE,74,29,93,36,91,47,1697,51.576404424297195,982
Google SDE,99,43,37,40,81,82,2002,40.07672613561742,263
Microsoft,7,60,41,21,86,70,2138,39.73604966940361,719
Microsoft,87,72,6,41,76,46,1440,56.27582204617879,572
Competitive Programming,9,83,45,57,83,16,1090,55.716187748732494,766
Google SDE,18,75,44,51,23,9,1326,52.978375132209635,1459
Google SDE,23,12,2,52,76,61,1443,76.84933157606858,556
Competitive Programming,32,66,78,48,26,35,1724,83.85507142842076,1335
TCS,86,26,56,12,14,37,1184,49.51527451352229,931
Interview Preparation,70,17,29,61,84,40,1362,46.203584878334695,590
Campus Placement,47,48,96,35,1,42,1096,72.3560930156032,1382
Campus Placement,4,33,51,51,9,70,1899,54.73861195248173,58
Campus Placement,46,51,80,40,81,72,1562,41.96627260626807,926
TCS,61,74,53,36,50,61,1293,39.95165943135865,1107
Competitive Programming,88,75,47,18,72,92,1419,45.43122671151457,713
Competitive Programming,76,83,83,57,75,56,995,30.07279957695697,270
Microsoft,9,70,32,23,60,21,1536,81.77864662198026,365
Competitive Programming,80,45,90,62,17,36,1515,53.66368821048959,1293
TCS,39,79,19,99,66,29,868,34.5565944609583,647
Microsoft,13,82,97,54,19,32,1181,39.07264205893419,752
Interview Preparation,60,77,94,3,34,21,1310,47.78357951745649,1328
Zoho,74,54,4,24,93,41,1313,60.343166872189556,1019
Infosys,45,27,81,60,66,15,1248,68.70438436452764,940
Microsoft,9,35,82,30,14,55,1438,46.93181538811626,650
Microsoft,45,40,16,20,17,66,1818,82.66890652208474,801
TCS,93,62,86,93,98,45,1543,71.81715465577875,1346
Microsoft,54,6,1,4,59,73,1753,75.41893234395741,621
Amazon SDE,49,49,23,67,9,16,1509,47.800512885925905,818
Google SDE,79,62,50,95,42,74,1304,50.952866323826484,1215
Infosys,13,60,47,4,71,91,1346,59.59339813920897,695
Google SDE,29,72,43,15,41,16,1640,54.84333289600685,1397
Competitive Programming,3,33,0,90,27,96,1562,44.29404850363175,197
Infosys,38,87,51,11,56,93,1799,84.84990046576041,994
Infosys,2,80,21,64,96,86,1402,76.65966681237711,557
Infosys,55,60,13,65,80,5,981,43.08930394518561,734
TCS,20,30,76,71,12,48,1341,79.08191995764255,935
Google SDE,21,14,75,42,18,16,952,62.27872814877748,1441
Infosys,67,27,70,97,38,63,1359,30.69091268744809,885
Competitive Programming,22,43,65,24,52,76,1047,49.03832595315462,627
Campus Placement,3,14,66,97,78,18,1372,31.41530176780619,423
Microsoft,69,80,39,45,58,62,1444,34.827379217210485,1375
Infosys,37,23,35,0,36,17,1363,39.84375185554932,1253
Competitive Programming,24,76,76,77,10,32,1317,56.641925401641195,912
Campus Placement,58,41,57,31,96,1,1284,50.970878905637306,172
Amazon SDE,1,62,38,60,75,62,1740,38.194789455246905,1253
Campus Placement,57,20,93,28,15,88,1484,51.700548384864646,279
Zoho,61,24,99,47,0,22,943,46.73867201246472,641
Microsoft,96,18,36,82,21,74,1439,52.55857663994197,915
Competitive Programming,36,2,13,93,80,4,1855,39.477098744690394,1433
Google SDE,97,45,63,22,57,15,1261,63.53410711664121,1215
Campus Placement,89,23,25,68,47,10,1284,32.449217411590666,214
Infosys,78,20,39,86,46,67,1589,51.33324664974788,591
Competitive Programming,20,0,6,98,53,28,1143,79.21871204707608,850
Zoho,58,49,91,52,18,8,1045,53.08186516365236,1261
Google SDE,80,30,7,70,63,17,930,54.25939651256135,605
Interview Preparation,54,6,78,94,65,17,1603,33.74047599172238,259
Microsoft,83,31,4,77,15,56,1660,63.29503621892689,884
Microsoft,71,42,96,90,38,37,1224,81.50215397642998,1474
TCS,70,99,42,86,20,26,1053,46.03857180991139,205
Interview Preparation,64,66,35,25,44,69,1661,51.62884067293029,699
Amazon SDE,2,59,58,70,64,99,1362,62.348695611500816,1103
Zoho,59,64,99,20,22,90,797,35.126613809028925,648
Zoho,37,11,2,87,41,74,1511,82.26558969227386,1432
Google SDE,97,9,61,80,86,57,1487,55.71781705717496,681
Competitive Programming,30,70,21,59,9,37,1816,36.3302967412362,1236
Amazon SDE,71,24,21,54,83,8,1651,48.4374991540477,1181
Infosys,24,90,95,72,11,76,1668,50.560700502211475,953
Campus Placement,27,90,37,78,94,17,1136,48.9957642916179,208
Microsoft,88,60,49,67,40,81,994,68.12730073000452,1459
TCS,0,69,86,87,55,64,1553,49.00364011241734,501
Google SDE,79,83,52,94,77,92,1405,47.81196816010828,905
Infosys,60,48,84,11,5,86,1593,47.714868797985005,151
Microsoft,2,21,3,7,36,36,1437,72.78166837402475,1346
Amazon SDE,47,25,78,16,25,31,1833,46.9609836928954,174
Microsoft,13,31,20,42,78,53,1270,30.76989510641056,323
Interview Preparation,13,86,19,8,63,26,1412,50.104432545124126,30
Campus Placement,41,64,83,16,1,17,1210,45.30304488306214,1115
Zoho,48,99,24,15,0,47,1137,79.99594877363177,1164
Campus Placement,39,20,44,50,86,55,1797,56.284839664799016,993
Infosys,78,77,63,34,2,79,1365,42.90164337738564,314
Google SDE,22,18,60,51,2,37,2139,83.98708395280214,380
Google SDE,65,24,52,76,28,52,996,43.57093267230736,862
Microsoft,91,8,94,11,21,88,1429,71.96632797935578,393
Infosys,42,40,67,93,13,58,1448,65.7252840631691,454
Zoho,62,28,55,66,56,62,1774,55.42254510259504,434
Competitive Programming,74,46,92,68,62,47,1135,52.320930638360586,170
Campus Placement,90,65,98,12,75,0,1221,77.98103636189543,1211
Infosys,21,94,93,12,79,42,975,56.12953137349841,638
Competitive Programming,77,30,57,27,44,0,1839,50.64464265764592,904
TCS,54,13,72,46,31,96,883,49.483761269197004,499
Interview Preparation,16,22,36,43,3,9,1436,45.17274026414119,1026
Amazon SDE,54,94,4,62,5,5,2149,52.49312733824955,336
Zoho,56,37,17,68,37,23,1741,36.5954893241517,607
Google SDE,55,79,32,19,21,69,1769,33.58176680062412,1024
Infosys,38,7,12,91,38,8,1914,59.78071414956948,298
Interview Preparation,1,75,32,35,19,32,1451,54.98438408454439,602
Competitive Programming,59,0,39,44,7,14,1450,39.536575394879485,582
Interview Preparation,29,59,65,81,26,37,1399,35.87395650693799,1387
Infosys,28,39,11,56,23,99,1376,37.87969792875471,37
Interview Preparation,83,13,92,86,90,7,1216,47.33844746528791,963
Infosys,95,91,92,90,83,89,1814,54.831656712541644,52
TCS,0,64,46,1,73,70,1241,40.63425601185265,432
Microsoft,98,85,47,41,83,9,1315,71.55937412645535,186
Microsoft,20,27,22,49,74,17,1002,40.63284085056998,538
Interview Preparation,69,76,39,30,64,25,1649,36.826954747474666,975
Interview Preparation,82,71,4,81,88,3,1877,84.70051780768674,207
Microsoft,98,54,35,47,75,40,730,54.6241359775064,619
Microsoft,79,50,30,86,9,71,1864,39.35038594382099,851
TCS,12,6,22,79,60,88,1621,79.2006321413013,862
Amazon SDE,77,2,15,25,80,81,1781,42.71003935251414,31
Amazon SDE,9,90,71,24,69,4,1512,80.90689754474724,1145
Google SDE,12,18,8,34,13,3,1580,36.54284695053493,1090
Infosys,95,20,53,85,61,7,1499,76.29980827661379,1099
Google SDE,93,43,65,72,81,1,1100,40.13469097424293,851
Google SDE,69,63,17,33,98,2,1363,81.60857067163897,107
Infosys,76,64,46,44,89,29,1253,61.58340034931227,1177
Interview Preparation,62,93,82,22,70,6,1725,40.445253266121235,444
Zoho,81,19,36,90,11,43,0,76.46510298587984,646
Microsoft,81,76,39,73,71,23,1546,51.481679569397706,1119
Google SDE,86,3,71,15,12,6,1073,70.3047381694187,597
Google SDE,99,91,80,3,87,99,1952,65.38923968559668,353
Google SDE,27,89,68,53,55,0,1478,69.28619873402708,1327
Campus Placement,48,62,71,94,30,29,993,48.904319196156806,580
Infosys,5,66,73,67,67,63,1703,81.63540179663073,620
Campus Placement,15,37,2,52,13,97,1475,60.78972304791576,252
Microsoft,24,38,66,13,66,57,1637,34.26583354962506,570
Google SDE,11,70,94,79,36,60,2344,33.67037040480547,969
TCS,41,4,90,82,64,69,1743,70.60262953177934,41
Campus Placement,27,81,91,2,94,64,1728,76.7485939882499,400
Google SDE,28,1,37,41,92,89,1293,68.24037993001451,286
Infosys,53,76,99,66,11,30,1432,45.26235213116666,541
Interview Preparation,90,76,26,49,68,61,1293,42.42471788226636,1187
Competitive Programming,76,46,15,19,12,39,1006,61.09901242299285,392
TCS,79,96,14,54,6,65,1271,40.822872391955904,1101
TCS,85,32,71,65,57,10,1740,50.850486605866394,893
Zoho,19,46,48,83,54,51,1514,64.57801771298062,223
TCS,32,79,27,52,85,60,1050,45.67012351163205,385
TCS,70,7,78,25,49,61,1367,50.64914069395273,753
Campus Placement,99,54,59,18,36,37,1164,49.82848421831114,222
Google SDE,8,47,23,62,43,93,1539,55.32879331729514,88
TCS,10,11,68,32,10,86,1194,67.08979031837593,637
Google SDE,88,60,69,97,82,52,1233,73.02920429098958,613
TCS,32,63,59,27,8,79,1014,66.57953637142782,791
Competitive Programming,41,43,54,47,10,90,1899,31.439230677361493,1414
TCS,83,34,4,52,43,56,1384,79.32618323314215,1010
Microsoft,97,31,24,55,70,35,1366,61.96538320538808,689
TCS,58,65,39,48,31,86,1500,80.61355716210953,67
Amazon SDE,58,62,6,77,20,53,1521,83.01297602814913,1059
Google SDE,24,43,30,62,70,32,1194,55.73157304223675,890
Amazon SDE,78,70,60,13,92,85,1470,80.40010813399417,456
Amazon SDE,26,48,2,28,87,38,1427,50.09621015220378,75
Amazon SDE,96,62,51,52,41,79,1706,44.32080401301805,1287
Infosys,94,40,81,25,23,3,1625,34.04966499595407,1077
Campus Placement,14,70,63,32,26,45,1397,54.850674984581694,1130
TCS,76,34,92,68,44,78,1407,67.87780049553754,1021
Zoho,40,78,64,65,5,16,1336,83.72596175518925,236
Zoho,79,57,55,72,6,30,1432,58.67201028293657,783
Campus Placement,93,69,28,18,90,38,1390,70.3961157495554,688
Zoho,80,5,58,90,9,94,1447,79.28809339097423,1469
TCS,81,11,39,58,2,98,959,59.875191575525506,610
Infosys,20,97,32,90,21,21,1207,39.17209056698625,388
TCS,95,3,87,89,74,85,1831,76.65146283600006,1211
Campus Placement,75,33,34,77,30,63,1202,61.57955384338924,1460
Infosys,56,34,70,2,41,66,1358,71.71811872243669,718
Infosys,0,70,96,57,45,17,1463,66.21628602237992,316
Infosys,76,74,67,20,3,52,1348,33.35706284029544,788
Microsoft,71,96,34,45,65,59,1230,39.301322999642714,513
Infosys,43,71,33,39,84,89,1676,45.743736384792705,277
Interview Preparation,77,6,73,71,46,98,1088,45.65893009871253,17
Google SDE,79,86,73,69,51,87,782,76.15587378121755,517
Microsoft,49,66,19,65,35,89,1786,62.903164864627136,485
Microsoft,18,8,43,56,87,35,1013,34.585643478760325,1330
Microsoft,73,28,80,5,2,84,1617,51.2959215534093,173
Infosys,62,50,40,58,54,47,1283,60.59818769892438,494
Google SDE,94,6,76,38,45,70,1850,43.83265564819986,1105
Interview Preparation,99,17,6,74,94,68,1325,32.19086428685501,576
TCS,66,83,93,68,73,30,1237,50.91450566024503,914
Microsoft,1,94,21,73,73,78,1666,55.36538953173317,568
Competitive Programming,17,19,10,51,10,1,1771,79.76207180534335,247
Campus Placement,13,62,12,37,76,17,1885,79.96013911534646,1137
TCS,65,22,22,70,83,55,646,57.52213598141233,1243
Infosys,23,85,73,99,58,9,0,55.932200663347125,563
Amazon SDE,61,57,27,81,62,45,1073,65.22761329345005,837
Infosys,65,46,16,73,98,65,1064,44.19682365412454,477
Competitive Programming,23,21,46,56,26,9,1252,45.71427983589774,1487
Infosys,77,53,93,6,62,58,1415,30.140681880221038,1301
Zoho,55,43,21,35,66,75,1457,34.30165321206383,395
Amazon SDE,0,40,48,94,86,21,1566,39.81769972296085,784
Interview Preparation,45,78,39,49,84,20,1190,65.23150058134847,857
TCS,74,12,83,71,30,48,1372,41.696149120703105,396
Amazon SDE,14,10,5,39,84,91,1381,36.82434526399815,886
Microsoft,7,83,81,73,71,2,1405,63.89675980610094,268
Competitive Programming,28,26,94,39,27,36,1248,65.84625129720777,292
Interview Preparation,29,89,25,50,21,41,1463,33.28202205239224,49
Infosys,88,46,46,91,89,27,1088,72.50939481797371,495
Google SDE,66,17,65,89,71,68,1916,63.33863882761047,938
Infosys,0,91,44,19,94,54,1136,51.83859939586921,229
TCS,90,1,30,1,2,68,1518,84.07502605068342,1162
Campus Placement,23,11,49,86,54,72,1302,30.560964407811138,1024
Interview Preparation,23,3,12,22,81,87,1252,59.96684502830277,1033
Infosys,2,73,37,80,75,30,946,38.78368748040056,622
TCS,64,40,98,40,30,77,1237,48.113302253034476,937
Microsoft,56,15,24,56,61,50,1327,37.326125593197304,697
Microsoft,70,32,95,20,98,26,1226,66.75179813846553,622
TCS,21,43,28,38,44,20,1602,52.08643763710856,269
Zoho,10,58,34,25,83,86,1901,84.24647253704285,999
Google SDE,67,65,27,94,17,67,1378,65.96159145155099,975
Google SDE,81,86,82,71,28,3,1553,80.45341494658658,375
Microsoft,10,77,18,50,81,68,1771,43.24549533080781,553
Competitive Programming,96,27,6,70,73,12,1079,47.533123473478454,658
TCS,65,96,48,20,68,31,1931,49.9475231708649,823
TCS,53,47,82,57,33,68,1004,76.11832578637342,1049
TCS,86,87,71,49,96,30,1399,41.642167350161785,1162
Google SDE,88,27,13,22,82,59,1602,82.06964279291194,584
Infosys,8,26,98,76,49,14,1863,32.396849895619276,1142
Amazon SDE,19,12,7,41,46,17,1396,78.9421907904437,1022
Zoho,8,57,99,41,77,17,1431,54.82776330544763,679
Competitive Programming,60,1,65,91,63,27,1889,58.92439187464878,278
Interview Preparation,14,92,63,39,89,7,948,84.8568593369942,1195
Infosys,60,16,92,26,69,27,1098,77.85263891806336,1293
Infosys,33,17,23,95,38,61,1032,79.72118749766426,933
Zoho,78,59,14,19,85,77,1074,62.20442535162885,1135
Campus Placement,96,13,71,61,3,68,1122,82.59879804024573,256
TCS,21,89,2,12,97,17,1769,67.82929879503553,140
Amazon SDE,51,67,10,41,47,6,1856,75.06298678232339,362
Interview Preparation,99,5,70,65,63,81,1514,69.65136491974452,205
Competitive Programming,76,15,38,42,67,18,1694,72.95029369525204,939
Amazon SDE,41,84,4,82,56,79,1645,65.08840252060762,1415
Amazon SDE,13,42,20,48,1,14,1400,69.95247390277433,1031
Interview Preparation,14,46,21,78,86,55,1678,53.97661628035269,654
Google SDE,32,71,95,90,83,31,1627,68.87770663912613,236
Zoho,2,6,37,11,26,42,1593,45.22458038462921,710
Amazon SDE,6,77,6,39,12,1,1426,64.92174347418965,274
Microsoft,45,46,89,73,98,92,1456,58.806383788519526,1405
Infosys,48,70,90,91,18,89,1349,79.41956894548001,1467
Microsoft,39,74,52,67,20,20,872,67.02725638496486,655
Zoho,40,42,52,3,72,63,0,62.81412962440277,220
Interview Preparation,52,83,42,91,10,96,1416,47.21907570460647,1410
Microsoft,55,88,50,41,34,36,1131,77.45421550498423,1428
TCS,68,95,3,92,73,14,1256,32.978672958918125,1483
Competitive Programming,25,82,17,11,40,28,1610,79.4863067496601,952
TCS,1,62,1,21,58,82,1663,65.91376712212109,1397
Campus Placement,49,50,57,67,5,30,901,40.4220928080576,466
Infosys,0,84,32,88,20,38,1191,79.66475263175133,734
Competitive Programming,67,73,64,71,13,57,1638,47.949468929139115,1259
Infosys,27,2,93,92,42,38,1020,39.25499281213533,991
Campus Placement,57,45,62,70,49,87,1360,47.55303338827487,1164
Competitive Programming,57,94,88,7,38,14,1026,82.85897806042044,597
TCS,9,37,89,17,44,55,1133,71.40171746186999,485
Competitive Programming,14,0,30,89,75,29,1505,80.42362226941631,995
Google SDE,17,84,79,59,97,24,1588,46.437961659820786,1310
Infosys,38,88,67,72,38,59,1714,34.534160353858226,165
Infosys,62,13,12,60,50,46,2238,60.95153748169791,1251
Campus Placement,11,37,26,99,61,80,1343,56.56504253178203,199
Campus Placement,71,35,56,30,9,55,1358,69.6332631103106,1450
Zoho,41,63,13,5,73,92,1784,59.8471349317723,990
Interview Preparation,64,93,51,99,37,24,1737,51.80567265120591,555
Microsoft,34,84,62,78,88,45,1563,30.257721974314496,50
Interview Preparation,69,36,79,17,11,2,1284,55.726060712314535,316
Interview Preparation,45,85,72,53,64,21,1622,36.635355118034525,952
Microsoft,15,59,93,39,89,35,1223,80.7100606708018,347
Microsoft,20,30,8,50,35,4,1202,80.69384817916307,1347
Amazon SDE,54,45,38,73,12,39,1483,74.20069540575878,1108
Campus Placement,12,2,90,71,18,70,2020,38.68266671672093,962
Competitive Programming,5,51,6,88,55,26,1314,38.10913475555705,288
Campus Placement,28,81,56,97,30,78,1417,60.98206285654791,1209
Campus Placement,1,95,54,35,92,59,927,70.0103973004192,905
TCS,48,11,6,5,26,62,1128,79.74965982635814,282
Campus Placement,67,19,82,22,82,77,1509,79.17189065077787,846
Zoho,83,22,79,47,52,75,1543,38.54301694272148,629
Amazon SDE,48,28,15,99,11,78,1982,84.75106725419215,871
Zoho,7,15,46,19,59,46,1085,38.62386148674768,940
Zoho,53,99,97,60,87,89,1441,76.20650377688422,298
Zoho,1,31,62,86,20,50,1263,62.28200558568707,733
Infosys,3,55,92,54,23,43,1485,67.30575608323937,902
Amazon SDE,81,0,95,86,61,26,1239,63.21844774338838,281
Zoho,45,40,78,35,21,52,879,77.83251233203421,1099
Amazon SDE,32,90,32,44,30,4,1592,65.04037253134325,492
Amazon SDE,9,81,20,85,82,21,1177,76.67651018143846,945
TCS,60,67,94,86,12,38,1329,38.49023883061068,257
Interview Preparation,56,28,38,41,97,20,1420,77.66887019104458,165
Interview Preparation,81,71,28,72,41,56,1392,84.61243262320781,1080
Amazon SDE,82,87,15,28,33,49,509,66.38287372470742,463
Infosys,94,9,44,20,90,39,922,83.69986073646946,210
Interview Preparation,78,91,86,61,33,44,1316,42.09359462094678,133
Amazon SDE,51,66,70,36,26,46,2091,75.61057161905458,10
Google SDE,97,51,31,36,96,86,1120,39.29758408533863,977
Microsoft,51,66,42,29,67,23,1287,58.37685198415364,864
TCS,83,22,29,66,91,55,1803,66.52192453074406,649
Competitive Programming,31,26,9,32,70,68,1611,66.31442385414518,200
Microsoft,51,41,14,60,89,14,1527,66.89735180186337,525
Campus Placement,27,23,12,47,25,33,1436,47.65085811634868,451
Amazon SDE,25,62,57,42,49,28,828,83.5546603354447,152
TCS,38,7,85,79,20,34,0,30.360414669645728,1224
Google SDE,17,7,22,27,16,24,1125,64.15491467898073,542
TCS,10,46,52,19,31,52,1280,77.63603456833803,236
